C:\EC-Lab Development Package\Examples\Python\channel 3 data for poster_trial3_02_CA_C03.mpr
time/s	<I>/mA
2.093758097002137E+002	-7.901415172964336E-003
2.093858096999611E+002	-8.036124315112844E-003
2.093958096997085E+002	-8.187834098935129E-003
2.094058096994559E+002	-8.305619340389980E-003
2.094158096992032E+002	-8.452268503606322E-003
2.094258096989506E+002	-8.562627099454406E-003
2.094358096986980E+002	-8.667797930538651E-003
2.094458096984454E+002	-8.796187136322259E-003
2.094558096981928E+002	-8.887980952858927E-003
2.094658096979401E+002	-8.996814750134946E-003
2.094758096976875E+002	-9.085886962711814E-003
2.094858096974349E+002	-9.177503231912850E-003
2.094958096971823E+002	-9.278782885521669E-003
2.095058096969296E+002	-9.353563375771048E-003
2.095144096967124E+002	-9.445652322367180E-003
2.095448096959444E+002	-3.270896375179291E-001
2.095548096956918E+002	-3.258212846517563E-001
2.095648096954392E+002	-3.236822336912164E-001
2.095748096951866E+002	-3.218364065885546E-001
2.095848096949339E+002	-3.202535969018943E-001
2.095948096946813E+002	-3.188976901769642E-001
2.096048096944287E+002	-3.176802384853363E-001
2.096148096941761E+002	-3.166610330343247E-001
2.096248096939235E+002	-3.157094407081604E-001
2.096348096936708E+002	-3.148730927705770E-001
2.096448096934182E+002	-3.141597217321396E-001
2.096548096931656E+002	-3.134571301937104E-001
2.096648096929130E+002	-3.128756886720657E-001
2.096748096926603E+002	-3.123111963272098E-001
2.096848096924077E+002	-3.118105804920197E-001
2.096948096921551E+002	-3.113623833656312E-001
2.097048096919025E+002	-3.109119188785554E-001
2.097148096916499E+002	-3.105320370197295E-001
2.097248096913972E+002	-3.101734483242036E-001
2.097348096911446E+002	-3.098285853862763E-001
2.097448096908920E+002	-3.095305502414707E-001
2.097548096906394E+002	-3.091895037889483E-001
2.097648096903868E+002	-3.089350074529653E-001
2.097748096901341E+002	-3.086706697940826E-001
2.097848096898815E+002	-3.084101885557180E-001
2.097948096896289E+002	-3.082095146179200E-001
2.098048096893763E+002	-3.079599702358247E-001
2.098148096891236E+002	-3.077861392498016E-001
2.098248096888710E+002	-3.075621491670608E-001
2.098348096886184E+002	-3.073780149221426E-001
2.098448096883658E+002	-3.072054755687712E-001
2.098548096881132E+002	-3.070030128955850E-001
2.098648096878605E+002	-3.068515658378601E-001
2.098748096876079E+002	-3.066996264457704E-001
2.098848096873553E+002	-3.065257978439331E-001
2.098948096871027E+002	-3.064020878076553E-001
2.099048096868501E+002	-3.062475979328156E-001
2.099148096865974E+002	-3.061422443389892E-001
2.099248096863448E+002	-3.059999597072602E-001
2.099348096860922E+002	-3.058709275722502E-001
2.099448096858396E+002	-3.057600915431977E-001
2.099548096855870E+002	-3.056319636106491E-001
2.099648096853343E+002	-3.055273377895356E-001
2.099748096850817E+002	-3.054064565896990E-001
